"segment","country","acquisition_channel","cohort_month","total_players","churned_players","active_players","churn_rate_pct","avg_days_before_churn"
"Dormant","Sweden","Affiliate","2023-06-01","21","21","0","100.00","76.2"
"Dormant","Sweden","Email","2023-06-01","2","2","0","100.00","93.5"
"Dormant","Sweden","Organic","2023-06-01","9","9","0","100.00","73.8"
"Dormant","Sweden","Paid Search","2023-06-01","6","6","0","100.00","98.2"
"Dormant","Sweden","Social","2023-06-01","1","1","0","100.00","147.0"
"Dormant","UK","Affiliate","2023-06-01","17","17","0","100.00","80.0"
"Dormant","UK","Email","2023-06-01","7","7","0","100.00","98.1"
"Dormant","UK","Organic","2023-06-01","8","8","0","100.00","74.0"
"Dormant","UK","Paid Search","2023-06-01","13","13","0","100.00","108.6"
"Dormant","UK","Referral","2023-06-01","1","1","0","100.00","56.0"
"Dormant","UK","Social","2023-06-01","6","6","0","100.00","62.5"
"High","Australia","Affiliate","2023-06-01","8","5","3","62.50","310.6"
"High","Australia","Email","2023-06-01","1","1","0","100.00","466.0"
"High","Australia","Organic","2023-06-01","5","2","3","40.00","159.5"
"High","Australia","Paid Search","2023-06-01","5","5","0","100.00","302.4"
"High","Australia","Referral","2023-06-01","2","2","0","100.00","99.5"
"High","Australia","Social","2023-06-01","3","1","2","33.33","402.0"
"High","Austria","Affiliate","2023-06-01","5","4","1","80.00","280.0"
"High","Austria","Email","2023-06-01","4","3","1","75.00","355.0"
"High","Austria","Paid Search","2023-06-01","3","2","1","66.67","266.5"
"High","Austria","Referral","2023-06-01","1","1","0","100.00","515.0"
"High","Austria","Social","2023-06-01","1","1","0","100.00","273.0"
"High","Canada","Affiliate","2023-06-01","12","10","2","83.33","219.2"
"High","Canada","Email","2023-06-01","5","3","2","60.00","193.0"
"High","Canada","Organic","2023-06-01","7","5","2","71.43","188.4"
"High","Canada","Paid Search","2023-06-01","11","8","3","72.73","188.4"
"High","Canada","Referral","2023-06-01","1","1","0","100.00","548.0"
"High","Canada","Social","2023-06-01","3","3","0","100.00","405.3"
"High","Finland","Affiliate","2023-06-01","9","9","0","100.00","255.0"
"High","Finland","Email","2023-06-01","6","4","2","66.67","142.3"
"High","Finland","Organic","2023-06-01","4","1","3","25.00","177.0"
"High","Finland","Paid Search","2023-06-01","6","4","2","66.67","296.3"
"High","Finland","Referral","2023-06-01","2","1","1","50.00","265.0"
"High","Finland","Social","2023-06-01","3","2","1","66.67","285.0"
"High","Germany","Affiliate","2023-06-01","13","8","5","61.54","170.6"
"High","Germany","Email","2023-06-01","8","6","2","75.00","323.8"
"High","Germany","Organic","2023-06-01","9","5","4","55.56","234.2"
"High","Germany","Paid Search","2023-06-01","13","9","4","69.23","212.4"
"High","Germany","Referral","2023-06-01","6","5","1","83.33","270.6"
"High","Germany","Social","2023-06-01","3","2","1","66.67","534.0"
"High","Ireland","Affiliate","2023-06-01","10","6","4","60.00","289.8"
"High","Ireland","Email","2023-06-01","4","2","2","50.00","305.0"
"High","Ireland","Organic","2023-06-01","1","0","1","0.00",NULL
"High","Ireland","Paid Search","2023-06-01","4","3","1","75.00","155.7"
"High","Ireland","Referral","2023-06-01","2","2","0","100.00","323.5"
"High","Ireland","Social","2023-06-01","2","1","1","50.00","264.0"
"High","Malta","Affiliate","2023-06-01","6","3","3","50.00","355.7"
"High","Malta","Email","2023-06-01","1","1","0","100.00","347.0"
"High","Malta","Organic","2023-06-01","3","1","2","33.33","215.0"
"High","Malta","Paid Search","2023-06-01","5","3","2","60.00","332.7"
"High","Malta","Referral","2023-06-01","1","1","0","100.00","209.0"
"High","Malta","Social","2023-06-01","2","2","0","100.00","140.0"
"High","Netherlands","Affiliate","2023-06-01","5","4","1","80.00","222.3"
"High","Netherlands","Email","2023-06-01","1","0","1","0.00",NULL
"High","Netherlands","Organic","2023-06-01","2","2","0","100.00","206.0"
"High","Netherlands","Paid Search","2023-06-01","2","0","2","0.00",NULL
"High","Netherlands","Referral","2023-06-01","2","2","0","100.00","71.5"
"High","Netherlands","Social","2023-06-01","1","1","0","100.00","134.0"
"High","New Zealand","Affiliate","2023-06-01","4","3","1","75.00","329.3"
"High","New Zealand","Email","2023-06-01","1","1","0","100.00","86.0"
"High","New Zealand","Organic","2023-06-01","4","3","1","75.00","178.7"
"High","New Zealand","Paid Search","2023-06-01","4","2","2","50.00","156.5"
"High","New Zealand","Referral","2023-06-01","1","1","0","100.00","221.0"
"High","New Zealand","Social","2023-06-01","1","1","0","100.00","238.0"
"High","Norway","Affiliate","2023-06-01","8","5","3","62.50","244.6"
"High","Norway","Email","2023-06-01","4","3","1","75.00","203.0"
"High","Norway","Organic","2023-06-01","2","1","1","50.00","353.0"
"High","Norway","Paid Search","2023-06-01","5","5","0","100.00","219.0"
"High","Norway","Referral","2023-06-01","1","1","0","100.00","359.0"
"High","Sweden","Affiliate","2023-06-01","7","3","4","42.86","141.0"
"High","Sweden","Email","2023-06-01","2","1","1","50.00","277.0"
"High","Sweden","Organic","2023-06-01","5","4","1","80.00","281.8"
"High","Sweden","Paid Search","2023-06-01","10","6","4","60.00","228.0"
"High","Sweden","Referral","2023-06-01","1","1","0","100.00","355.0"
"High","Sweden","Social","2023-06-01","6","5","1","83.33","339.6"
"High","UK","Affiliate","2023-06-01","14","8","6","57.14","247.6"
"High","UK","Email","2023-06-01","5","5","0","100.00","339.2"
"High","UK","Organic","2023-06-01","5","4","1","80.00","228.3"
"High","UK","Paid Search","2023-06-01","11","8","3","72.73","298.1"
"High","UK","Referral","2023-06-01","3","2","1","66.67","351.0"
"High","UK","Social","2023-06-01","2","0","2","0.00",NULL
"Low","Australia","Affiliate","2023-06-01","10","10","0","100.00","139.5"
"Low","Australia","Email","2023-06-01","7","7","0","100.00","147.0"
"Low","Australia","Organic","2023-06-01","16","16","0","100.00","130.9"
"Low","Australia","Paid Search","2023-06-01","3","3","0","100.00","129.3"
"Low","Australia","Referral","2023-06-01","3","3","0","100.00","181.7"
"Low","Australia","Social","2023-06-01","2","2","0","100.00","99.0"
"Low","Austria","Affiliate","2023-06-01","8","8","0","100.00","197.8"
"Low","Austria","Email","2023-06-01","6","5","1","83.33","98.2"
"Low","Austria","Organic","2023-06-01","8","8","0","100.00","201.0"
"Low","Austria","Paid Search","2023-06-01","10","10","0","100.00","169.2"
"Low","Austria","Referral","2023-06-01","2","2","0","100.00","58.5"
"Low","Austria","Social","2023-06-01","2","2","0","100.00","191.0"
"Low","Canada","Affiliate","2023-06-01","10","9","1","90.00","167.4"
"Low","Canada","Email","2023-06-01","9","8","1","88.89","112.8"
"Low","Canada","Organic","2023-06-01","6","6","0","100.00","125.3"
"Low","Canada","Paid Search","2023-06-01","15","14","1","93.33","174.8"
"Low","Canada","Referral","2023-06-01","5","5","0","100.00","175.8"
"Low","Canada","Social","2023-06-01","6","6","0","100.00","196.2"
"Low","Finland","Affiliate","2023-06-01","12","12","0","100.00","139.1"
"Low","Finland","Email","2023-06-01","10","10","0","100.00","192.8"
"Low","Finland","Organic","2023-06-01","8","8","0","100.00","146.4"
"Low","Finland","Paid Search","2023-06-01","9","9","0","100.00","128.3"
"Low","Finland","Referral","2023-06-01","2","2","0","100.00","250.5"
"Low","Finland","Social","2023-06-01","3","3","0","100.00","148.3"
"Low","Germany","Affiliate","2023-06-01","36","34","2","94.44","174.1"
"Low","Germany","Email","2023-06-01","19","18","1","94.74","174.8"
"Low","Germany","Organic","2023-06-01","21","19","2","90.48","206.5"
"Low","Germany","Paid Search","2023-06-01","29","29","0","100.00","180.0"
"Low","Germany","Referral","2023-06-01","7","6","1","85.71","128.7"
"Low","Germany","Social","2023-06-01","10","10","0","100.00","104.3"
"Low","Ireland","Affiliate","2023-06-01","16","16","0","100.00","190.0"
"Low","Ireland","Email","2023-06-01","5","5","0","100.00","183.2"
"Low","Ireland","Organic","2023-06-01","8","7","1","87.50","105.3"
"Low","Ireland","Paid Search","2023-06-01","9","9","0","100.00","142.9"
"Low","Ireland","Referral","2023-06-01","2","2","0","100.00","143.5"
"Low","Ireland","Social","2023-06-01","4","4","0","100.00","152.5"
"Low","Malta","Affiliate","2023-06-01","17","17","0","100.00","144.4"
"Low","Malta","Email","2023-06-01","2","2","0","100.00","50.0"
"Low","Malta","Organic","2023-06-01","10","9","1","90.00","156.4"
"Low","Malta","Paid Search","2023-06-01","9","8","1","88.89","142.6"
"Low","Malta","Social","2023-06-01","1","1","0","100.00","416.0"
"Low","Netherlands","Affiliate","2023-06-01","7","7","0","100.00","174.4"
"Low","Netherlands","Email","2023-06-01","2","2","0","100.00","81.5"
"Low","Netherlands","Organic","2023-06-01","7","6","1","85.71","97.7"
"Low","Netherlands","Paid Search","2023-06-01","6","6","0","100.00","203.5"
"Low","Netherlands","Referral","2023-06-01","1","1","0","100.00","155.0"
"Low","Netherlands","Social","2023-06-01","3","3","0","100.00","119.3"
"Low","New Zealand","Affiliate","2023-06-01","5","5","0","100.00","202.6"
"Low","New Zealand","Email","2023-06-01","5","5","0","100.00","180.0"
"Low","New Zealand","Organic","2023-06-01","7","7","0","100.00","134.0"
"Low","New Zealand","Paid Search","2023-06-01","11","11","0","100.00","138.2"
"Low","New Zealand","Social","2023-06-01","2","2","0","100.00","116.0"
"Low","Norway","Affiliate","2023-06-01","17","17","0","100.00","120.2"
"Low","Norway","Email","2023-06-01","15","15","0","100.00","170.3"
"Low","Norway","Organic","2023-06-01","9","9","0","100.00","294.4"
"Low","Norway","Paid Search","2023-06-01","7","6","1","85.71","197.0"
"Low","Norway","Referral","2023-06-01","2","2","0","100.00","46.0"
"Low","Norway","Social","2023-06-01","8","8","0","100.00","226.1"
"Low","Sweden","Affiliate","2023-06-01","18","17","1","94.44","183.2"
"Low","Sweden","Email","2023-06-01","9","8","1","88.89","144.6"
"Low","Sweden","Organic","2023-06-01","15","15","0","100.00","198.2"
"Low","Sweden","Paid Search","2023-06-01","15","15","0","100.00","144.2"
"Low","Sweden","Referral","2023-06-01","2","2","0","100.00","180.5"
"Low","Sweden","Social","2023-06-01","5","5","0","100.00","170.6"
"Low","UK","Affiliate","2023-06-01","27","27","0","100.00","132.7"
"Low","UK","Email","2023-06-01","18","16","2","88.89","142.3"
"Low","UK","Organic","2023-06-01","18","18","0","100.00","163.2"
"Low","UK","Paid Search","2023-06-01","22","22","0","100.00","185.9"
"Low","UK","Referral","2023-06-01","7","7","0","100.00","138.3"
"Low","UK","Social","2023-06-01","17","16","1","94.12","120.9"
"Mid","Australia","Affiliate","2023-06-01","15","14","1","93.33","154.4"
"Mid","Australia","Email","2023-06-01","11","10","1","90.91","244.9"
"Mid","Australia","Organic","2023-06-01","13","12","1","92.31","192.7"
"Mid","Australia","Paid Search","2023-06-01","5","4","1","80.00","162.5"
"Mid","Australia","Referral","2023-06-01","5","5","0","100.00","172.8"
"Mid","Australia","Social","2023-06-01","7","4","3","57.14","279.3"
"Mid","Austria","Affiliate","2023-06-01","20","19","1","95.00","281.1"
"Mid","Austria","Email","2023-06-01","8","7","1","87.50","308.9"
"Mid","Austria","Organic","2023-06-01","13","12","1","92.31","248.3"
"Mid","Austria","Paid Search","2023-06-01","9","7","2","77.78","299.7"
"Mid","Austria","Referral","2023-06-01","2","2","0","100.00","253.0"
"Mid","Austria","Social","2023-06-01","3","1","2","33.33","463.0"
"Mid","Canada","Affiliate","2023-06-01","18","15","3","83.33","200.3"
"Mid","Canada","Email","2023-06-01","4","4","0","100.00","204.8"
"Mid","Canada","Organic","2023-06-01","7","5","2","71.43","269.2"
"Mid","Canada","Paid Search","2023-06-01","16","12","4","75.00","198.2"
"Mid","Canada","Referral","2023-06-01","1","1","0","100.00","107.0"
"Mid","Canada","Social","2023-06-01","2","2","0","100.00","327.0"
"Mid","Finland","Affiliate","2023-06-01","14","13","1","92.86","214.1"
"Mid","Finland","Email","2023-06-01","11","10","1","90.91","122.9"
"Mid","Finland","Organic","2023-06-01","11","10","1","90.91","194.0"
"Mid","Finland","Paid Search","2023-06-01","10","7","3","70.00","214.6"
"Mid","Finland","Referral","2023-06-01","3","2","1","66.67","211.0"
"Mid","Finland","Social","2023-06-01","5","4","1","80.00","268.8"
"Mid","Germany","Affiliate","2023-06-01","34","28","6","82.35","230.5"
"Mid","Germany","Email","2023-06-01","26","24","2","92.31","226.3"
"Mid","Germany","Organic","2023-06-01","25","21","4","84.00","231.8"
"Mid","Germany","Paid Search","2023-06-01","36","30","6","83.33","184.0"
"Mid","Germany","Referral","2023-06-01","7","7","0","100.00","259.7"
"Mid","Germany","Social","2023-06-01","9","6","3","66.67","245.5"
"Mid","Ireland","Affiliate","2023-06-01","20","15","5","75.00","252.4"
"Mid","Ireland","Email","2023-06-01","8","6","2","75.00","121.5"
"Mid","Ireland","Organic","2023-06-01","9","5","4","55.56","166.4"
"Mid","Ireland","Paid Search","2023-06-01","10","7","3","70.00","203.0"
"Mid","Ireland","Referral","2023-06-01","8","8","0","100.00","213.8"
"Mid","Ireland","Social","2023-06-01","5","5","0","100.00","295.6"
"Mid","Malta","Affiliate","2023-06-01","5","2","3","40.00","324.5"
"Mid","Malta","Email","2023-06-01","4","4","0","100.00","179.8"
"Mid","Malta","Organic","2023-06-01","7","5","2","71.43","403.2"
"Mid","Malta","Paid Search","2023-06-01","6","5","1","83.33","213.4"
"Mid","Malta","Referral","2023-06-01","4","3","1","75.00","407.0"
"Mid","Malta","Social","2023-06-01","1","1","0","100.00","122.0"
"Mid","Netherlands","Affiliate","2023-06-01","13","12","1","92.31","244.3"
"Mid","Netherlands","Email","2023-06-01","3","3","0","100.00","195.7"
"Mid","Netherlands","Organic","2023-06-01","7","5","2","71.43","215.4"
"Mid","Netherlands","Paid Search","2023-06-01","7","7","0","100.00","233.9"
"Mid","Netherlands","Referral","2023-06-01","2","2","0","100.00","283.5"
"Mid","Netherlands","Social","2023-06-01","4","4","0","100.00","314.8"
"Mid","New Zealand","Affiliate","2023-06-01","10","6","4","60.00","199.2"
"Mid","New Zealand","Email","2023-06-01","3","2","1","66.67","170.0"
"Mid","New Zealand","Organic","2023-06-01","14","11","3","78.57","219.2"
"Mid","New Zealand","Paid Search","2023-06-01","6","6","0","100.00","220.0"
"Mid","New Zealand","Social","2023-06-01","3","3","0","100.00","269.7"
"Mid","Norway","Affiliate","2023-06-01","16","13","3","81.25","249.8"
"Mid","Norway","Email","2023-06-01","9","8","1","88.89","217.8"
"Mid","Norway","Organic","2023-06-01","7","7","0","100.00","147.9"
"Mid","Norway","Paid Search","2023-06-01","12","11","1","91.67","196.8"
"Mid","Norway","Referral","2023-06-01","3","3","0","100.00","239.0"
"Mid","Norway","Social","2023-06-01","2","2","0","100.00","346.0"
"Mid","Sweden","Affiliate","2023-06-01","33","28","5","84.85","228.1"
"Mid","Sweden","Email","2023-06-01","10","8","2","80.00","267.5"
"Mid","Sweden","Organic","2023-06-01","14","13","1","92.86","240.7"
"Mid","Sweden","Paid Search","2023-06-01","7","7","0","100.00","227.9"
"Mid","Sweden","Referral","2023-06-01","8","5","3","62.50","222.2"
"Mid","Sweden","Social","2023-06-01","9","8","1","88.89","296.3"
"Mid","UK","Affiliate","2023-06-01","33","26","7","78.79","222.0"
"Mid","UK","Email","2023-06-01","8","7","1","87.50","190.4"
"Mid","UK","Organic","2023-06-01","18","15","3","83.33","290.4"
"Mid","UK","Paid Search","2023-06-01","21","19","2","90.48","189.1"
"Mid","UK","Referral","2023-06-01","6","6","0","100.00","171.2"
"Mid","UK","Social","2023-06-01","16","14","2","87.50","190.1"
"VIP","Australia","Affiliate","2023-06-01","3","0","3","0.00",NULL
"VIP","Australia","Email","2023-06-01","2","1","1","50.00","364.0"
"VIP","Australia","Organic","2023-06-01","1","1","0","100.00","55.0"
"VIP","Australia","Paid Search","2023-06-01","1","0","1","0.00",NULL
"VIP","Australia","Social","2023-06-01","1","0","1","0.00",NULL
"VIP","Austria","Affiliate","2023-06-01","2","1","1","50.00","103.0"
"VIP","Austria","Email","2023-06-01","2","1","1","50.00","414.0"
"VIP","Austria","Paid Search","2023-06-01","1","1","0","100.00","174.0"
"VIP","Austria","Social","2023-06-01","2","2","0","100.00","220.5"
"VIP","Canada","Affiliate","2023-06-01","1","0","1","0.00",NULL
"VIP","Canada","Email","2023-06-01","1","1","0","100.00","246.0"
"VIP","Canada","Organic","2023-06-01","4","2","2","50.00","244.0"
"VIP","Canada","Paid Search","2023-06-01","4","0","4","0.00",NULL
"VIP","Canada","Social","2023-06-01","4","1","3","25.00","487.0"
"VIP","Finland","Affiliate","2023-06-01","4","0","4","0.00",NULL
"VIP","Finland","Email","2023-06-01","2","1","1","50.00","130.0"
"VIP","Finland","Organic","2023-06-01","1","1","0","100.00","365.0"
"VIP","Finland","Paid Search","2023-06-01","2","1","1","50.00","270.0"
"VIP","Finland","Social","2023-06-01","2","0","2","0.00",NULL
"VIP","Germany","Affiliate","2023-06-01","4","2","2","50.00","356.0"
"VIP","Germany","Email","2023-06-01","1","0","1","0.00",NULL
"VIP","Germany","Organic","2023-06-01","3","1","2","33.33","56.0"
"VIP","Germany","Paid Search","2023-06-01","2","1","1","50.00","199.0"
"VIP","Germany","Referral","2023-06-01","1","0","1","0.00",NULL
"VIP","Germany","Social","2023-06-01","1","1","0","100.00","60.0"
"VIP","Ireland","Affiliate","2023-06-01","3","3","0","100.00","452.0"
"VIP","Ireland","Email","2023-06-01","3","3","0","100.00","347.7"
"VIP","Ireland","Organic","2023-06-01","1","0","1","0.00",NULL
"VIP","Malta","Affiliate","2023-06-01","2","1","1","50.00","549.0"
"VIP","Malta","Email","2023-06-01","2","1","1","50.00","374.0"
"VIP","Malta","Referral","2023-06-01","4","1","3","25.00","386.0"
"VIP","Netherlands","Affiliate","2023-06-01","1","0","1","0.00",NULL
"VIP","Netherlands","Organic","2023-06-01","1","1","0","100.00","590.0"
"VIP","New Zealand","Affiliate","2023-06-01","2","1","1","50.00","77.0"
"VIP","New Zealand","Organic","2023-06-01","1","0","1","0.00",NULL
"VIP","New Zealand","Paid Search","2023-06-01","2","1","1","50.00","106.0"
"VIP","New Zealand","Social","2023-06-01","1","1","0","100.00","304.0"
"VIP","Norway","Affiliate","2023-06-01","2","2","0","100.00","443.0"
